FRM_Distrito,Centro,Fecha_Creacion,Hora,FRM_Orden_Final,FRM_Orden_Item_Final,EOC_ID_TIENDA,Grupo_Canal,Tipo_de_Negocio,Tipo_Despacho_Detalle,Operador_Logistico_Old,EOC_DELIVERYSTOREID,EOC_Estado,Estado_T,Estado_T_Detalle,FRM_N_DNI_Asesor,FRM_Tipologia,Fecha_Entrega_Pactada,Fecha_Entrega_Real,INR_FechaActivacion,Cruce_INAR,EOC_Estado,EOC_Cierre,Multilinea_Asesor,Multi_item,FRM_Departamento_de_entrega,INR_NumRentaIGV_Neto
Tacna,Netcall,1 sept 2026,8,914729335,91472933589511710111069172985,9283,Outbound,Portabilidad Postpago,EXPRESS,Retiro en tienda,9348,ABIERTAS,Pendiente Entrega,Pendiente Entrega,NET_TANCHANTEG,SIM,1 sept 2026,null,null,No,ABIERTAS,null,Multilínea,Mono_item,Tacna,null
Santiago De Surco,Netcall,1 sept 2026,7,914669822,91466982289511710101029992671,9283,Outbound,Portabilidad Postpago,EXPRESS,Logixtal,9342,ABIERTAS,Entregado,Entregado,TLV_NET_MFARFAN,SIM,1 sept 2026,null,null,No,ABIERTAS,null,Multilínea,Mono_item,Lima - Callao,null
Santiago De Surco,Netcall,1 sept 2026,8,914686510,91468651089511710111071093377,9283,Outbound,Portabilidad Postpago,EXPRESS,Logixtal,9342,CANCELADAS,Pendiente Entrega,Pendiente de Picking,NET_AAPOLAYACAC,SIM,1 sept 2026,null,null,No,CANCELADAS,2026-09-01 09:12:12,Multilínea,Mono_item,Lima - Callao,null
Santa Rosa,Netcall,1 sept 2026,7,914669895,914669895Empty,9283,Outbound,Portabilidad Postpago,PROGRAMADO,Logixtal,9001,ABIERTAS,Pendiente Entrega,Pendiente de Picking,TLV_NET_MFERRER,SIM,2 sept 2026,null,null,No,ABIERTAS,null,Multilínea,Mono_item,Lima - Callao,null
San Sebastian,Netcall,1 sept 2026,9,914767340,91476734089511710121058249363,9283,Outbound,Portabilidad Postpago,EXPRESS,Retiro en tienda,9343,ABIERTAS,Pendiente Entrega,Pendiente Entrega,NET_LCALDERONCA,SIM,1 sept 2026,null,null,No,ABIERTAS,null,Monolínea,Mono_item,Cusco,null
San Sebastian,Netcall,1 sept 2026,9,914772503,91477250389511710121058249389,9271,Outbound,Portabilidad Postpago,EXPRESS,Retiro en tienda,9343,ABIERTAS,Pendiente Entrega,Pendiente Entrega,NET_LNECIOSUPC,SIM,1 sept 2026,null,null,No,ABIERTAS,null,Monolínea,Mono_item,Cusco,null
San Miguel,Netcall,1 sept 2026,9,914760614,91476061489511710111073736924,9283,Outbound,Venta Regular / Alta,EXPRESS,Logixtal,9001,ABIERTAS,Pendiente Entrega,Pendiente de Picking,NET_SDIAZO,SIM,1 sept 2026,null,null,No,ABIERTAS,null,Multilínea,Mono_item,Lima - Callao,null
San Miguel,Netcall,1 sept 2026,9,914758065,91475806589511710111073736882,9283,Outbound,Portabilidad Postpago,EXPRESS,Logixtal,9001,ABIERTAS,Pendiente Entrega,Pendiente de Picking,NET_SDIAZO,SIM,1 sept 2026,null,null,No,ABIERTAS,null,Multilínea,Mono_item,Lima - Callao,null
San Martin De Porres,Netcall,1 sept 2026,9,914773616,914773616Empty,9271,Outbound,Venta Regular / Alta,EXPRESS,Logixtal,9001,ABIERTAS,Pendiente Entrega,Pendiente de Picking,NET_CREYESJ,SIM,1 sept 2026,null,null,No,ABIERTAS,null,Multilínea,Mono_item,Lima - Callao,null
San Martin De Porres,Netcall,1 sept 2026,9,914772674,914772674Empty,9283,Outbound,Venta Regular / Alta,EXPRESS,Logixtal,9001,ABIERTAS,Pendiente Entrega,Pendiente de Picking,TLV_NET_JSILVAT,SIM,1 sept 2026,null,null,No,ABIERTAS,null,Monolínea,Mono_item,Lima - Callao,null
San Martin De Porres,Netcall,1 sept 2026,9,914769943,914769943Empty,9283,Outbound,Portabilidad Postpago,EXPRESS,Logixtal,9001,ABIERTAS,Pendiente Entrega,Pendiente de Picking,NET_GSANCHEZO,SIM,1 sept 2026,null,null,No,ABIERTAS,null,Monolínea,Mono_item,Lima - Callao,null
San Martin De Porres,Netcall,1 sept 2026,8,914735355,91473535589511710111071543512,9283,Outbound,Portabilidad Postpago,EXPRESS,Logixtal,9001,ABIERTAS,Pendiente Entrega,Pendiente de Picking,NET_SLAZOBE,SIM,1 sept 2026,null,null,No,ABIERTAS,null,Multilínea,Mono_item,Lima - Callao,null
San Martin De Porres,Netcall,1 sept 2026,0,914593079,91459307989511710111071543520,9283,Outbound,Portabilidad Postpago,EXPRESS,Logixtal,9001,ABIERTAS,Pendiente Entrega,Pendiente de Picking,NET_JAMASIFUENT,SIM,1 sept 2026,null,null,No,ABIERTAS,null,Monolínea,Mono_item,Lima - Callao,null
San Martin De Porres,Netcall,1 sept 2026,9,914774663,914774663Empty,9283,Outbound,Portabilidad Postpago,PROGRAMADO,Logixtal,9001,ABIERTAS,Pendiente Entrega,Pendiente de Picking,NET_GHERRERAG,SIM,3 sept 2026,null,null,No,ABIERTAS,null,Multilínea,Mono_item,Lima - Callao,null
San Juan De Miraflores,Netcall,1 sept 2026,9,914769032,914769032Empty,9283,Outbound,Portabilidad Postpago,PROGRAMADO,Logixtal,9342,ABIERTAS,Pendiente Entrega,Pendiente de Picking,TLV_NET_LVILLLA,SIM,2 sept 2026,null,null,No,ABIERTAS,null,Multilínea,Mono_item,Lima - Callao,null
San Juan De Miraflores,Netcall,1 sept 2026,9,914767747,914767747Empty,9283,Outbound,Portabilidad Postpago,EXPRESS,Logixtal,9342,ABIERTAS,Pendiente Entrega,Pendiente de Picking,NET_GHERRERAG,SIM,1 sept 2026,null,null,No,ABIERTAS,null,Multilínea,Mono_item,Lima - Callao,null
San Juan De Lurigancho,Netcall,1 sept 2026,9,914767973,914767973Empty,9283,Outbound,Portabilidad Postpago,EXPRESS,Logixtal,9001,ABIERTAS,Pendiente Entrega,Pendiente de Picking,TLV_NET_MCHAMBI,SIM,1 sept 2026,null,null,No,ABIERTAS,null,Monolínea,Mono_item,Lima - Callao,null
San Juan De Lurigancho,Netcall,1 sept 2026,9,914773287,91477328789511710111073924371,9283,Outbound,Portabilidad Postpago,EXPRESS,Logixtal,9001,ABIERTAS,Pendiente Entrega,Pendiente de Picking,NET_DFRANCIAH,SIM,1 sept 2026,null,null,No,ABIERTAS,null,Multilínea,Mono_item,Lima - Callao,null
San Juan Bautista,Netcall,1 sept 2026,7,914679594,914679594Empty,9283,Outbound,Portabilidad Postpago,EXPRESS,Retiro en tienda,9354,ABIERTAS,Pendiente Entrega,Pendiente Entrega,TLV_NET_DCASTIA,SIM,1 sept 2026,null,null,No,ABIERTAS,null,Monolínea,Mono_item,Ayacucho,null
San Juan Bautista,Netcall,1 sept 2026,9,914769719,914769719Empty,9283,Outbound,Portabilidad Postpago,EXPRESS,Retiro en tienda,9355,ABIERTAS,Pendiente Entrega,Pendiente Entrega,NET_SSALAZARV,SIM,1 sept 2026,null,null,No,ABIERTAS,null,Multilínea,Mono_item,Loreto,null
San Jeronimo,Netcall,1 sept 2026,8,914734788,91473478889511710111069376800,9283,Outbound,Portabilidad Postpago,EXPRESS,Retiro en tienda,9343,ABIERTAS,Entregado,Entregado,NET_TANCHANTEG,SIM,1 sept 2026,null,null,No,ABIERTAS,null,Multilínea,Mono_item,Cusco,null
San Jeronimo,Netcall,1 sept 2026,9,914774393,91477439389511710111069376818,9283,Outbound,Portabilidad Postpago,EXPRESS,Retiro en tienda,9343,ABIERTAS,Pendiente Entrega,Pendiente Entrega,NET_ATRIVINOS,SIM,1 sept 2026,null,null,No,ABIERTAS,null,Monolínea,Mono_item,Cusco,null
San Borja,Netcall,1 sept 2026,9,914774089,914774089Empty,9283,Outbound,Venta Regular / Alta,EXPRESS,Logixtal,9001,ABIERTAS,Pendiente Entrega,Pendiente de Picking,NET_GCABALLEROC,SIM,1 sept 2026,null,null,No,ABIERTAS,null,Monolínea,Mono_item,Lima - Callao,null
San Andres,Netcall,1 sept 2026,9,914760515,914760515Empty,9283,Outbound,Portabilidad Postpago,EXPRESS,Retiro en tienda,9345,ABIERTAS,Pendiente Entrega,Pendiente Entrega,NET_VCARMENG,SIM,1 sept 2026,null,null,No,ABIERTAS,null,Multilínea,Mono_item,Ica,null
San Andres,Netcall,1 sept 2026,9,914766666,914766666Empty,9283,Outbound,Portabilidad Postpago,EXPRESS,Retiro en tienda,9345,ABIERTAS,Pendiente Entrega,Pendiente Entrega,NET_VCARMENG,SIM,1 sept 2026,null,null,No,ABIERTAS,null,Multilínea,Mono_item,Ica,null
Punchana,Netcall,1 sept 2026,9,914771045,914771045Empty,9283,Outbound,Portabilidad Postpago,EXPRESS,Retiro en tienda,9355,ABIERTAS,Pendiente Entrega,Pendiente Entrega,TLV_NET_MFARFAN,SIM,1 sept 2026,null,null,No,ABIERTAS,null,Multilínea,Mono_item,Loreto,null
Pueblo Nuevo,Netcall,1 sept 2026,9,914764839,914764839Empty,9283,Outbound,Portabilidad Postpago,EXPRESS,Retiro en tienda,9345,ABIERTAS,Pendiente Entrega,Pendiente Entrega,NET_ARAMOSR,SIM,1 sept 2026,null,null,No,ABIERTAS,null,Monolínea,Mono_item,Ica,null
Pomalca,Netcall,1 sept 2026,9,914766242,91476624289511710111068660634,9283,Outbound,Venta Regular / Alta,PROGRAMADO,Logixtal,5024,ABIERTAS,Pendiente Entrega,Pendiente de Picking,NET_ADOROTEOSAL,SIM,2 sept 2026,null,null,No,ABIERTAS,null,Monolínea,Mono_item,Lambayeque,null
Pisco,Netcall,1 sept 2026,6,914669204,914669204Empty,9283,Outbound,Portabilidad Postpago,EXPRESS,Retiro en tienda,9345,ABIERTAS,Pendiente Entrega,Pendiente Entrega,NET_KDIAZPISCOY,SIM,1 sept 2026,null,null,No,ABIERTAS,null,Monolínea,Mono_item,Ica,null
Pisco,Netcall,1 sept 2026,9,914774401,914774401Empty,9283,Outbound,Portabilidad Postpago,EXPRESS,Retiro en tienda,9345,ABIERTAS,Pendiente Entrega,Pendiente Entrega,NET_JSANGAMAT,SIM,1 sept 2026,null,null,No,ABIERTAS,null,Monolínea,Mono_item,Ica,null
Paucarpata,Netcall,1 sept 2026,9,914766765,914766765Empty,9271,Outbound,Portabilidad Postpago,EXPRESS,Logixtal,5022,ABIERTAS,Pendiente Entrega,Pendiente de Picking,NET_YPAREDESG,SIM,1 sept 2026,null,null,No,ABIERTAS,null,Monolínea,Mono_item,Arequipa,null
Paucarpata,Netcall,1 sept 2026,7,914680385,914680385Empty,9289,Outbound,Portabilidad Postpago,EXPRESS,Logixtal,5022,ABIERTAS,Pendiente Entrega,Pendiente de Picking,TLV_NET_MLANDAR,SIM,1 sept 2026,null,null,No,ABIERTAS,null,Multilínea,Mono_item,Arequipa,null
Pasco,Netcall,1 sept 2026,9,914767798,914767798Empty,9271,Outbound,Portabilidad Postpago,RETIRO EN TIENDA,Retiro en tienda,7151,ABIERTAS,Pendiente Entrega,Pendiente Entrega,NET_KTAYAB,SIM,1 sept 2026,null,null,No,ABIERTAS,null,Monolínea,Mono_item,Pasco,null
Nuevo Chimbote,Netcall,1 sept 2026,9,914771825,914771825Empty,9283,Outbound,Portabilidad Postpago,EXPRESS,Retiro en tienda,9344,ABIERTAS,Pendiente Entrega,Pendiente Entrega,NET_DVILLALOBOS,SIM,1 sept 2026,null,null,No,ABIERTAS,null,Monolínea,Mono_item,Ancash,null
Moquegua,Netcall,1 sept 2026,9,914763332,91476333289511710101045191332,9283,Outbound,Portabilidad Postpago,EXPRESS,Retiro en tienda,9356,ABIERTAS,Entregado,Entregado,NET_DMORENOL,SIM,1 sept 2026,null,null,No,ABIERTAS,null,Multilínea,Mono_item,Moquegua,null
Miraflores,Netcall,1 sept 2026,9,914767330,91476733089511710111071541078,5299,Outbound,Portabilidad Postpago,EXPRESS,Logixtal,9001,ABIERTAS,Pendiente Entrega,Pendiente de Picking,NET_RCANDIOTTIA,SIM,1 sept 2026,null,null,No,ABIERTAS,null,Monolínea,Mono_item,Lima - Callao,null
Lurigancho,Netcall,1 sept 2026,0,914592365,914592365Empty,9283,Outbound,Portabilidad Postpago,PROGRAMADO,Logixtal,9001,ABIERTAS,Pendiente Entrega,Pendiente de Picking,NET_MMREVILLA,SIM,2 sept 2026,null,null,No,ABIERTAS,null,Multilínea,Mono_item,Lima - Callao,null
Lima - Callao,Netcall,1 sept 2026,8,914732929,914732929Empty,9283,Outbound,Portabilidad Postpago,RETIRO EN TIENDA,Retiro en tienda,5055,ABIERTAS,Pendiente Entrega,Pendiente Entrega,TLV_NET_EBULNES,SIM,1 sept 2026,null,null,No,ABIERTAS,null,Multilínea,Mono_item,Lima - Callao,null
Lima - Callao,Netcall,1 sept 2026,9,914771352,914771352Empty,9283,Outbound,Portabilidad Postpago,EXPRESS,Logixtal,9001,ABIERTAS,Pendiente Entrega,Pendiente de Picking,NET_ACORDOVAS,SIM,1 sept 2026,null,null,No,ABIERTAS,null,Monolínea,Mono_item,Lima - Callao,null
Lima - Callao,Netcall,1 sept 2026,9,914766777,914766777Empty,9283,Outbound,Portabilidad Postpago,RETIRO EN TIENDA,Retiro en tienda,2106,ABIERTAS,Pendiente Entrega,Pendiente Entrega,NET_MGONZALESR,SIM,1 sept 2026,null,null,No,ABIERTAS,null,Monolínea,Mono_item,Lima - Callao,null
Lima - Callao,Netcall,1 sept 2026,9,914774608,914774608Empty,5299,Outbound,Portabilidad Postpago,EXPRESS,Logixtal,9001,ABIERTAS,Pendiente Entrega,Pendiente de Picking,NET_AEREYES,SIM,1 sept 2026,null,null,No,ABIERTAS,null,Monolínea,Mono_item,Lima - Callao,null
Lima - Callao,Netcall,1 sept 2026,8,914730256,914730256Empty,9283,Outbound,Portabilidad Postpago,RETIRO EN TIENDA,Retiro en tienda,5055,ABIERTAS,Pendiente Entrega,Pendiente Entrega,TLV_NET_EBULNES,SIM,1 sept 2026,null,null,No,ABIERTAS,null,Multilínea,Mono_item,Lima - Callao,null
Lambayeque,Netcall,1 sept 2026,9,914764797,914764797Empty,9283,Outbound,Portabilidad Postpago,RETIRO EN TIENDA,Retiro en tienda,7126,ABIERTAS,Pendiente Entrega,Pendiente Entrega,NET_SFAJARDON,SIM,1 sept 2026,null,null,No,ABIERTAS,null,Monolínea,Mono_item,Lambayeque,null
La Victoria,Netcall,1 sept 2026,8,914730849,91473084989511710111073739241,9283,Outbound,Portabilidad Postpago,EXPRESS,Logixtal,9001,ABIERTAS,Pendiente Entrega,Pendiente de Picking,TLV_NET_DVALOI,SIM,1 sept 2026,null,null,No,ABIERTAS,null,Multilínea,Mono_item,Lima - Callao,null
La Victoria,Netcall,1 sept 2026,8,914732573,91473257389511710111073739233,9283,Outbound,Portabilidad Postpago,EXPRESS,Logixtal,9001,ABIERTAS,Pendiente Entrega,Pendiente de Picking,TLV_NET_DVALOI,SIM,1 sept 2026,null,null,No,ABIERTAS,null,Multilínea,Mono_item,Lima - Callao,null
La Union,Netcall,1 sept 2026,8,914749949,914749949Empty,9283,Outbound,Portabilidad Postpago,PROGRAMADO,Logixtal,5021,ABIERTAS,Pendiente Entrega,Pendiente de Picking,NET_YVEGASA,SIM,9 sept 2026,null,null,No,ABIERTAS,null,Multilínea,Mono_item,Piura,null
La Union,Netcall,1 sept 2026,8,914740354,91474035489511710111070517137,9283,Outbound,Portabilidad Postpago,PROGRAMADO,Logixtal,5021,ABIERTAS,Pendiente Entrega,Pendiente de Picking,NET_YVEGASA,SIM,2 sept 2026,null,null,No,ABIERTAS,null,Multilínea,Mono_item,Piura,null
La Molina,Netcall,1 sept 2026,9,914763852,914763852Empty,9283,Outbound,Portabilidad Postpago,EXPRESS,Logixtal,9001,ABIERTAS,Pendiente Entrega,Pendiente de Picking,TLV_NET_BCHAVEZ,SIM,1 sept 2026,null,null,No,ABIERTAS,null,Multilínea,Mono_item,Lima - Callao,null
La Molina,Netcall,1 sept 2026,9,914775284,914775284Empty,5299,Outbound,Portabilidad Postpago,EXPRESS,Logixtal,9001,ABIERTAS,Pendiente Entrega,Pendiente de Picking,NET_JBOZAC,SIM,1 sept 2026,null,null,No,ABIERTAS,null,Monolínea,Mono_item,Lima - Callao,null
La Esperanza,Netcall,1 sept 2026,9,914765912,91476591289511710101054449134,9271,Outbound,Portabilidad Postpago,EXPRESS,Logixtal,5023,ABIERTAS,Pendiente Entrega,Pendiente de Picking,NET_CREYESJ,SIM,1 sept 2026,null,null,No,ABIERTAS,null,Multilínea,Mono_item,La Libertad,null
Junin,Netcall,1 sept 2026,9,914757358,914757358Empty,9283,Outbound,Portabilidad Postpago,RETIRO EN TIENDA,Retiro en tienda,7229,ABIERTAS,Pendiente Entrega,Pendiente Entrega,NET_MCASTILLOC,SIM,1 sept 2026,null,null,No,ABIERTAS,null,Multilínea,Mono_item,Junin,null
Junin,Netcall,1 sept 2026,9,914763279,914763279Empty,9283,Outbound,Portabilidad Postpago,RETIRO EN TIENDA,Retiro en tienda,3013,ABIERTAS,Pendiente Entrega,Pendiente Entrega,NET_ACREGALADO,SIM,1 sept 2026,null,null,No,ABIERTAS,null,Monolínea,Mono_item,Junin,null
Juliaca,Netcall,1 sept 2026,9,914772986,914772986Empty,9283,Outbound,Portabilidad Postpago,EXPRESS,Retiro en tienda,9351,ABIERTAS,Pendiente Entrega,Pendiente Entrega,NET_RCARDENASH,SIM,1 sept 2026,null,null,No,ABIERTAS,null,Multilínea,Mono_item,Puno,null
Juliaca,Netcall,1 sept 2026,9,914774148,914774148Empty,9283,Outbound,Portabilidad Postpago,EXPRESS,Retiro en tienda,9351,ABIERTAS,Pendiente Entrega,Pendiente Entrega,NET_RCARDENASH,SIM,1 sept 2026,null,null,No,ABIERTAS,null,Multilínea,Mono_item,Puno,null
Juliaca,Netcall,1 sept 2026,8,914714537,91471453789511710111070957697,9283,Outbound,Portabilidad Postpago,EXPRESS,Retiro en tienda,9351,ABIERTAS,Pendiente Entrega,Pendiente Entrega,NET_SLAZOBE,SIM,1 sept 2026,null,null,No,ABIERTAS,null,Multilínea,Mono_item,Puno,null
Juliaca,Netcall,1 sept 2026,9,914773178,914773178Empty,9283,Outbound,Portabilidad Postpago,EXPRESS,Retiro en tienda,9351,ABIERTAS,Pendiente Entrega,Pendiente Entrega,NET_AAPOLAYACAC,SIM,1 sept 2026,null,null,No,ABIERTAS,null,Multilínea,Mono_item,Puno,null
Jose Luis Bustamante Y Rivero,Netcall,1 sept 2026,9,914766292,914766292Empty,9283,Outbound,Portabilidad Postpago,EXPRESS,Logixtal,5022,ABIERTAS,Pendiente Entrega,Pendiente de Picking,NET_HEULOGIO,SIM,1 sept 2026,null,null,No,ABIERTAS,null,Multilínea,Mono_item,Arequipa,null
Jose Leonardo Ortiz,Netcall,1 sept 2026,9,914772163,914772163Empty,9271,Outbound,Portabilidad Postpago,EXPRESS,Logixtal,5024,ABIERTAS,Pendiente Entrega,Pendiente de Picking,NET_FCASTILLOG,SIM,1 sept 2026,null,null,No,ABIERTAS,null,Monolínea,Mono_item,Lambayeque,null
Iquitos,Netcall,1 sept 2026,9,914768958,914768958Empty,9283,Outbound,Portabilidad Postpago,EXPRESS,Retiro en tienda,9355,ABIERTAS,Pendiente Entrega,Pendiente Entrega,NET_KORTIZD,SIM,1 sept 2026,null,null,No,ABIERTAS,null,Multilínea,Mono_item,Loreto,null
Iquitos,Netcall,1 sept 2026,9,914774463,914774463Empty,9283,Outbound,Portabilidad Postpago,EXPRESS,Retiro en tienda,9355,ABIERTAS,Pendiente Entrega,Pendiente Entrega,NET_AMANRIQUEC,SIM,1 sept 2026,null,null,No,ABIERTAS,null,Monolínea,Mono_item,Loreto,null
Iquitos,Netcall,1 sept 2026,9,914760762,914760762Empty,9283,Outbound,Portabilidad Postpago,EXPRESS,Retiro en tienda,9355,ABIERTAS,Pendiente Entrega,Pendiente Entrega,NET_KORTIZD,SIM,1 sept 2026,null,null,No,ABIERTAS,null,Multilínea,Mono_item,Loreto,null
Independencia,Netcall,1 sept 2026,2,914600094,91460009489511710111073798734,9271,Outbound,Portabilidad Postpago,EXPRESS,Logixtal,9001,ABIERTAS,Pendiente Entrega,Pendiente de Picking,NET_CCAVEROA,SIM,1 sept 2026,null,null,No,ABIERTAS,null,Monolínea,Mono_item,Lima - Callao,null
Huanuco,Netcall,1 sept 2026,8,914745060,914745060Empty,9271,Outbound,Portabilidad Postpago,EXPRESS,Retiro en tienda,9353,ABIERTAS,Pendiente Entrega,Pendiente Entrega,TLV_NET_MAYALAM,SIM,1 sept 2026,null,null,No,ABIERTAS,null,Monolínea,Mono_item,Huanuco,null
Huanuco,Netcall,1 sept 2026,9,914768649,914768649Empty,9283,Outbound,Portabilidad Postpago,EXPRESS,Retiro en tienda,9353,ABIERTAS,Pendiente Entrega,Pendiente Entrega,NET_SDIAZO,SIM,1 sept 2026,null,null,No,ABIERTAS,null,Multilínea,Mono_item,Huanuco,null
Huancayo,Netcall,1 sept 2026,9,914770321,914770321Empty,9289,Outbound,Portabilidad Postpago,EXPRESS,Retiro en tienda,9346,ABIERTAS,Pendiente Entrega,Pendiente Entrega,TLV_NET_MLANDAR,SIM,1 sept 2026,null,null,No,ABIERTAS,null,Multilínea,Mono_item,Junin,null
Huancayo,Netcall,1 sept 2026,9,914771640,91477164089511710111070942996,9283,Outbound,Portabilidad Postpago,EXPRESS,Retiro en tienda,9346,ABIERTAS,Pendiente Entrega,Pendiente Entrega,NET_ADOMINGUEZF,SIM,1 sept 2026,null,null,No,ABIERTAS,null,Monolínea,Mono_item,Junin,null
Huancan,Netcall,1 sept 2026,8,914740098,914740098Empty,9283,Outbound,Portabilidad Postpago,EXPRESS,Retiro en tienda,9346,ABIERTAS,Pendiente Entrega,Pendiente Entrega,NET_DMORENOL,SIM,1 sept 2026,null,null,No,ABIERTAS,null,Multilínea,Mono_item,Junin,null
Florencia De Mora,Netcall,1 sept 2026,8,914730761,91473076189511710101054449159,9283,Outbound,Portabilidad Postpago,EXPRESS,Logixtal,5023,ABIERTAS,Entregado,Entregado,NET_MCHAVEZV,SIM,1 sept 2026,null,null,No,ABIERTAS,null,Monolínea,Mono_item,La Libertad,null
El Tambo,Netcall,1 sept 2026,9,914772554,914772554Empty,9283,Outbound,Portabilidad Postpago,EXPRESS,Retiro en tienda,9346,ABIERTAS,Pendiente Entrega,Pendiente Entrega,NET_SMENDOZAV,SIM,1 sept 2026,null,null,No,ABIERTAS,null,Monolínea,Mono_item,Junin,null
El Tambo,Netcall,1 sept 2026,9,914764766,91476476689511710121058291811,9283,Outbound,Portabilidad Postpago,EXPRESS,Retiro en tienda,9346,ABIERTAS,Pendiente Entrega,Pendiente Entrega,NET_DFRANCIAH,SIM,1 sept 2026,null,null,No,ABIERTAS,null,Multilínea,Mono_item,Junin,null
El Porvenir,Netcall,1 sept 2026,10,914776651,914776651Empty,9283,Outbound,Portabilidad Postpago,EXPRESS,Logixtal,5023,ABIERTAS,Pendiente Entrega,Pendiente de Picking,NET_GVILELAR,SIM,1 sept 2026,null,null,No,ABIERTAS,null,Monolínea,Mono_item,La Libertad,null
El Porvenir,Netcall,1 sept 2026,9,914763092,91476309289511710111068570692,9271,Outbound,Portabilidad Postpago,EXPRESS,Logixtal,5023,ABIERTAS,Pendiente Entrega,Pendiente de Picking,NET_BATOP,SIM,1 sept 2026,null,null,No,ABIERTAS,null,Monolínea,Mono_item,La Libertad,null
El Agustino,Netcall,1 sept 2026,9,914775744,914775744Empty,9283,Outbound,Portabilidad Postpago,EXPRESS,Logixtal,9001,ABIERTAS,Pendiente Entrega,Pendiente de Picking,NET_PWEILLH,SIM,1 sept 2026,null,null,No,ABIERTAS,null,Monolínea,Mono_item,Lima - Callao,null
El Agustino,Netcall,1 sept 2026,0,914593910,91459391089511710111071531111,9283,Outbound,Portabilidad Postpago,EXPRESS,Logixtal,9001,ABIERTAS,Pendiente Entrega,Pendiente de Picking,NET_MMREVILLA,SIM,1 sept 2026,null,null,No,ABIERTAS,null,Multilínea,Mono_item,Lima - Callao,null
