FRM_Distrito,Centro,Fecha_Creacion,Hora,FRM_Orden_Final,FRM_Orden_Item_Final,EOC_ID_TIENDA,Grupo_Canal,Tipo_de_Negocio,Tipo_Despacho_Detalle,Operador_Logistico_Old,EOC_DELIVERYSTOREID,EOC_Estado,Estado_T,Estado_T_Detalle,FRM_N_DNI_Asesor,FRM_Tipologia,Fecha_Entrega_Pactada,Fecha_Entrega_Real,INR_FechaActivacion,Cruce_INAR,EOC_Estado,EOC_Cierre,Multilinea_Asesor,Multi_item,FRM_Departamento_de_entrega,INR_NumRentaIGV_Neto
Ventanilla,Netcall,1 sept 2026,10,914780751,914780751Empty,9283,Outbound,Portabilidad Postpago,EXPRESS,Logixtal,9001,ABIERTAS,Pendiente Entrega,Pendiente de Picking,NET_SINGAC,SIM,1 sept 2026,null,null,No,ABIERTAS,null,Monolínea,Mono_item,Lima - Callao,null
Ventanilla,Netcall,1 sept 2026,10,914779753,914779753Empty,9283,Outbound,Portabilidad Postpago,EXPRESS,Logixtal,9001,ABIERTAS,Pendiente Entrega,Pendiente de Picking,NET_JSIADEN,SIM,1 sept 2026,null,null,No,ABIERTAS,null,Monolínea,Mono_item,Lima - Callao,null
Ventanilla,Netcall,1 sept 2026,10,914786327,914786327Empty,9283,Outbound,Portabilidad Postpago,EXPRESS,Logixtal,9001,ABIERTAS,Pendiente Entrega,Pendiente de Picking,TLV_NET_KARANDA,SIM,1 sept 2026,null,null,No,ABIERTAS,null,Monolínea,Mono_item,Lima - Callao,null
Ventanilla,Netcall,1 sept 2026,10,914787343,914787343Empty,9271,Outbound,Portabilidad Postpago,EXPRESS,Logixtal,9001,ABIERTAS,Pendiente Entrega,Pendiente de Picking,NET_LGOMEZA,SIM,1 sept 2026,null,null,No,ABIERTAS,null,Monolínea,Mono_item,Lima - Callao,null
Veintiseis De Octubre,Netcall,1 sept 2026,9,914764854,91476485489511710111070535444,9283,Outbound,Portabilidad Postpago,EXPRESS,Logixtal,5021,ABIERTAS,Pendiente Entrega,Pendiente de Picking,NET_GHERRERAG,SIM,1 sept 2026,null,null,No,ABIERTAS,null,Monolínea,Mono_item,Piura,null
Veintiseis De Octubre,Netcall,1 sept 2026,10,914787587,91478758789511710111068564612,9283,Outbound,Portabilidad Postpago,EXPRESS,Logixtal,5021,ABIERTAS,Pendiente Entrega,Pendiente de Picking,NET_YNEYRAM,SIM,1 sept 2026,null,null,No,ABIERTAS,null,Monolínea,Mono_item,Piura,null
Tuman,Netcall,1 sept 2026,10,914778614,91477861489511710111068653449,9283,Outbound,Portabilidad Postpago,PROGRAMADO,Logixtal,5024,ABIERTAS,Pendiente Entrega,Pendiente de Picking,NET_RMRAMIREZ,SIM,2 sept 2026,null,null,No,ABIERTAS,null,Monolínea,Mono_item,Lambayeque,null
Trujillo,Netcall,1 sept 2026,8,914735914,91473591489511710111068682042,9283,Outbound,Portabilidad Postpago,EXPRESS,Logixtal,5023,ABIERTAS,Entregado,Entregado,NET_LOPEZDI,SIM,1 sept 2026,null,null,No,ABIERTAS,null,Multilínea,Mono_item,La Libertad,null
Trujillo,Netcall,1 sept 2026,10,914788192,914788192Empty,9283,Outbound,Portabilidad Postpago,EXPRESS,Logixtal,5023,ABIERTAS,Pendiente Entrega,Pendiente de Picking,NET_DHUAYACGONZ,SIM,1 sept 2026,null,null,No,ABIERTAS,null,Monolínea,Mono_item,La Libertad,null
Trujillo,Netcall,1 sept 2026,9,914766682,91476668289511710111068688593,9283,Outbound,Portabilidad Postpago,EXPRESS,Logixtal,5023,ABIERTAS,Entregado,Entregado,NET_LRUIZH,SIM,1 sept 2026,null,null,No,ABIERTAS,null,Monolínea,Mono_item,La Libertad,null
Trujillo,Netcall,1 sept 2026,8,914737811,91473781189511710111068682182,9283,Outbound,Portabilidad Postpago,EXPRESS,Logixtal,5023,ABIERTAS,Entregado,Entregado,NET_LOPEZDI,SIM,1 sept 2026,null,null,No,ABIERTAS,null,Multilínea,Mono_item,La Libertad,null
Trujillo,Netcall,1 sept 2026,10,914784578,914784578Empty,9283,Outbound,Portabilidad Postpago,RETIRO EN TIENDA,Retiro en tienda,3043,ABIERTAS,Pendiente Entrega,Pendiente Entrega,NET_YCASTILLOO,SIM,1 sept 2026,null,null,No,ABIERTAS,null,Multilínea,Mono_item,La Libertad,null
Trujillo,Netcall,1 sept 2026,10,914781912,914781912Empty,9283,Outbound,Portabilidad Postpago,RETIRO EN TIENDA,Retiro en tienda,3043,CANCELADAS,Cancelado,Cancelado,NET_YCASTILLOO,SIM,1 sept 2026,null,null,No,CANCELADAS,2026-09-01 11:12:24,Multilínea,Mono_item,La Libertad,null
Trujillo,Netcall,1 sept 2026,9,914770362,91477036289511710111068688577,9283,Outbound,Portabilidad Postpago,EXPRESS,Logixtal,5023,ABIERTAS,Entregado,Entregado,NET_VMEJIAC,SIM,1 sept 2026,null,null,No,ABIERTAS,null,Multilínea,Mono_item,La Libertad,null
Trujillo,Netcall,1 sept 2026,9,914771083,91477108389511710111068688569,9283,Outbound,Portabilidad Postpago,EXPRESS,Logixtal,5023,ABIERTAS,Entregado,Entregado,NET_VMEJIAC,SIM,1 sept 2026,null,null,No,ABIERTAS,null,Multilínea,Mono_item,La Libertad,null
Trujillo,Netcall,1 sept 2026,9,914769422,91476942289511710111068688585,9283,Outbound,Portabilidad Postpago,EXPRESS,Logixtal,5023,ABIERTAS,Entregado,Entregado,NET_VMEJIAC,SIM,1 sept 2026,null,null,No,ABIERTAS,null,Multilínea,Mono_item,La Libertad,null
Tarapoto,Netcall,1 sept 2026,9,914768823,91476882389511710101051104203,9283,Outbound,Portabilidad Postpago,EXPRESS,Retiro en tienda,9352,ABIERTAS,Pendiente Entrega,Pendiente Entrega,NET_MROJASS,SIM,1 sept 2026,null,null,No,ABIERTAS,null,Monolínea,Mono_item,San Martin,null
Tarapoto,Netcall,1 sept 2026,10,914784543,91478454389511710101051104187,9283,Outbound,Portabilidad Postpago,EXPRESS,Retiro en tienda,9352,ABIERTAS,Pendiente Entrega,Pendiente Entrega,NET_AYROJASS,SIM,1 sept 2026,null,null,No,ABIERTAS,null,Monolínea,Mono_item,San Martin,null
Tacna,Netcall,1 sept 2026,10,914784691,91478469189511710111069172951,9283,Outbound,Portabilidad Postpago,EXPRESS,Retiro en tienda,9348,ABIERTAS,Pendiente Entrega,Pendiente Entrega,NET_OTACOM,SIM,1 sept 2026,null,null,No,ABIERTAS,null,Monolínea,Mono_item,Tacna,null
Tacna,Netcall,1 sept 2026,10,914795588,914795588Empty,9283,Outbound,Portabilidad Postpago,EXPRESS,Retiro en tienda,9348,ABIERTAS,Pendiente Entrega,Pendiente Entrega,NET_CCURAYG,SIM,1 sept 2026,null,null,No,ABIERTAS,null,Monolínea,Mono_item,Tacna,null
Tacna,Netcall,1 sept 2026,8,914729335,91472933589511710111069172985,9283,Outbound,Portabilidad Postpago,EXPRESS,Retiro en tienda,9348,ABIERTAS,Pendiente Entrega,Pendiente Entrega,NET_TANCHANTEG,SIM,2 sept 2026,null,null,No,ABIERTAS,null,Monolínea,Mono_item,Tacna,null
Surquillo,Netcall,1 sept 2026,10,914793833,914793833Empty,9271,Outbound,Portabilidad Postpago,EXPRESS,Logixtal,9001,ABIERTAS,Pendiente Entrega,Pendiente de Picking,NET_SCOVENASC,SIM,1 sept 2026,null,null,No,ABIERTAS,null,Monolínea,Mono_item,Lima - Callao,null
Subtanjalla,Netcall,1 sept 2026,10,914793869,914793869Empty,9283,Outbound,Portabilidad Postpago,EXPRESS,Retiro en tienda,9345,ABIERTAS,Pendiente Entrega,Pendiente Entrega,NET_SBENITOV,SIM,1 sept 2026,null,null,No,ABIERTAS,null,Monolínea,Mono_item,Ica,null
Santiago De Surco,Netcall,1 sept 2026,7,914669822,91466982289511710101029992671,9283,Outbound,Portabilidad Postpago,EXPRESS,Logixtal,9342,ABIERTAS,Entregado,Entregado,TLV_NET_MFARFAN,SIM,1 sept 2026,null,null,No,ABIERTAS,null,Monolínea,Mono_item,Lima - Callao,null
Santiago De Surco,Netcall,1 sept 2026,10,914792053,914792053Empty,9289,Outbound,Portabilidad Postpago,EXPRESS,Logixtal,9342,ABIERTAS,Pendiente Entrega,Pendiente de Picking,TLV_NET_MLANDAR,SIM,1 sept 2026,null,null,No,ABIERTAS,null,Monolínea,Mono_item,Lima - Callao,null
Santiago De Surco,Netcall,1 sept 2026,8,914686510,91468651089511710111071093377,9283,Outbound,Portabilidad Postpago,EXPRESS,Logixtal,9342,CANCELADAS,Pendiente Entrega,Pendiente de Picking,NET_AAPOLAYACAC,SIM,1 sept 2026,null,null,No,CANCELADAS,2026-09-01 09:12:12,Monolínea,Mono_item,Lima - Callao,null
Santiago,Netcall,1 sept 2026,10,914788747,914788747Empty,9283,Outbound,Portabilidad Postpago,EXPRESS,Retiro en tienda,9343,ABIERTAS,Pendiente Entrega,Pendiente Entrega,NET_GVILELAR,SIM,1 sept 2026,null,null,No,ABIERTAS,null,Monolínea,Mono_item,Cusco,null
Santa Rosa,Netcall,1 sept 2026,7,914669895,91466989589511710111073719144,9283,Outbound,Portabilidad Postpago,PROGRAMADO,Logixtal,9001,ABIERTAS,Pendiente Entrega,Pendiente de Picking,NET_MFERRER,SIM,2 sept 2026,null,null,No,ABIERTAS,null,Monolínea,Mono_item,Lima - Callao,null
Santa Anita,Netcall,1 sept 2026,10,914784326,914784326Empty,9283,Outbound,Portabilidad Postpago,EXPRESS,Logixtal,9001,ABIERTAS,Pendiente Entrega,Pendiente de Picking,TLV_NET_JSILVAT,SIM,1 sept 2026,null,null,No,ABIERTAS,null,Monolínea,Mono_item,Lima - Callao,null
Sanchez Carrion,Netcall,1 sept 2026,10,914788512,914788512Empty,9271,Outbound,Portabilidad Postpago,RETIRO EN TIENDA,Retiro en tienda,2112,ABIERTAS,Pendiente Entrega,Pendiente Entrega,NET_MRUIZSANCHC,SIM,1 sept 2026,null,null,No,ABIERTAS,null,Monolínea,Mono_item,La Libertad,null
San Sebastian,Netcall,1 sept 2026,10,914790486,91479048689511710121058249355,9271,Outbound,Portabilidad Postpago,EXPRESS,Retiro en tienda,9343,ABIERTAS,Pendiente Entrega,Pendiente Entrega,NET_LGOMEZA,SIM,1 sept 2026,null,null,No,ABIERTAS,null,Monolínea,Mono_item,Cusco,null
San Sebastian,Netcall,1 sept 2026,9,914772503,91477250389511710121058249389,9271,Outbound,Portabilidad Postpago,EXPRESS,Retiro en tienda,9343,ABIERTAS,Entregado,Entregado,NET_LNECIOSUPC,SIM,1 sept 2026,null,null,No,ABIERTAS,null,Monolínea,Mono_item,Cusco,null
San Sebastian,Netcall,1 sept 2026,9,914767340,91476734089511710121058249363,9283,Outbound,Portabilidad Postpago,EXPRESS,Retiro en tienda,9343,ABIERTAS,Pendiente Entrega,Pendiente Entrega,NET_LCALDERONC,SIM,1 sept 2026,null,null,No,ABIERTAS,null,Monolínea,Mono_item,Cusco,null
San Roman,Netcall,1 sept 2026,10,914790998,914790998Empty,9283,Outbound,Portabilidad Postpago,RETIRO EN TIENDA,Retiro en tienda,2104,ABIERTAS,Pendiente Entrega,Pendiente Entrega,NET_RDULANTORO,SIM,1 sept 2026,null,null,No,ABIERTAS,null,Monolínea,Mono_item,Puno,null
San Miguel,Netcall,1 sept 2026,9,914758065,91475806589511710111073736882,9283,Outbound,Portabilidad Postpago,EXPRESS,Logixtal,9001,ABIERTAS,Entregado,Entregado,NET_SDIAZO,SIM,1 sept 2026,null,null,No,ABIERTAS,null,Multilínea,Mono_item,Lima - Callao,null
San Miguel,Netcall,1 sept 2026,10,914778037,91477803789511710111071536342,5299,Outbound,Portabilidad Postpago,EXPRESS,Logixtal,9001,CANCELADAS,Pendiente Entrega,Pendiente de Picking,NET_JBOZAC,SIM,1 sept 2026,null,null,No,CANCELADAS,2026-09-01 10:39:13,Monolínea,Mono_item,Lima - Callao,null
San Miguel,Netcall,1 sept 2026,9,914760614,91476061489511710111073736924,9283,Outbound,Venta Regular / Alta,EXPRESS,Logixtal,9001,ABIERTAS,Entregado,Entregado,NET_SDIAZO,SIM,1 sept 2026,null,null,No,ABIERTAS,null,Multilínea,Mono_item,Lima - Callao,null
San Martin De Porres,Netcall,1 sept 2026,0,914593079,91459307989511710111071543520,9283,Outbound,Portabilidad Postpago,EXPRESS,Logixtal,9001,ABIERTAS,Pendiente Entrega,Pendiente de Picking,NET_JAMASIFUENT,SIM,1 sept 2026,null,null,No,ABIERTAS,null,Monolínea,Mono_item,Lima - Callao,null
San Martin De Porres,Netcall,1 sept 2026,8,914735355,91473535589511710111071543512,9283,Outbound,Portabilidad Postpago,EXPRESS,Logixtal,9001,ABIERTAS,Pendiente Entrega,Pendiente de Picking,NET_SLAZOB,SIM,1 sept 2026,null,null,No,ABIERTAS,null,Monolínea,Mono_item,Lima - Callao,null
San Martin De Porres,Netcall,1 sept 2026,9,914774663,914774663Empty,9283,Outbound,Portabilidad Postpago,PROGRAMADO,Logixtal,9001,ABIERTAS,Pendiente Entrega,Pendiente de Picking,NET_GHERRERAG,SIM,3 sept 2026,null,null,No,ABIERTAS,null,Monolínea,Mono_item,Lima - Callao,null
San Martin De Porres,Netcall,1 sept 2026,9,914773616,91477361689511710111071281295,9271,Outbound,Venta Regular / Alta,EXPRESS,Logixtal,9001,ABIERTAS,Entregado,Entregado,NET_CREYESJ,SIM,1 sept 2026,null,null,No,ABIERTAS,null,Monolínea,Mono_item,Lima - Callao,null
San Martin De Porres,Netcall,1 sept 2026,9,914772674,91477267489511710111073785517,9283,Outbound,Venta Regular / Alta,EXPRESS,Logixtal,9001,ABIERTAS,Pendiente Entrega,Pendiente de Picking,TLV_NET_JSILVAT,SIM,1 sept 2026,null,null,No,ABIERTAS,null,Monolínea,Mono_item,Lima - Callao,null
San Martin De Porres,Netcall,1 sept 2026,9,914769943,91476994389511710111071543504,9283,Outbound,Portabilidad Postpago,EXPRESS,Logixtal,9001,ABIERTAS,Entregado,Entregado,NET_GSANCHEZO,SIM,1 sept 2026,null,null,No,ABIERTAS,null,Monolínea,Mono_item,Lima - Callao,null
San Juan De Miraflores,Netcall,1 sept 2026,10,914783393,91478339389511710111070870551,9271,Outbound,Portabilidad Postpago,EXPRESS,Logixtal,9342,ABIERTAS,Pendiente Entrega,Pendiente de Picking,NET_VAYALAS,SIM,1 sept 2026,null,null,No,ABIERTAS,null,Monolínea,Mono_item,Lima - Callao,null
San Juan De Miraflores,Netcall,1 sept 2026,11,914797845,914797845Empty,9283,Outbound,Portabilidad Postpago,EXPRESS,Logixtal,9342,ABIERTAS,Pendiente Entrega,Pendiente de Picking,NET_GURBINAA,SIM,1 sept 2026,null,null,No,ABIERTAS,null,Monolínea,Mono_item,Lima - Callao,null
San Juan De Miraflores,Netcall,1 sept 2026,9,914767747,91476774789511710111071093385,9283,Outbound,Portabilidad Postpago,EXPRESS,Logixtal,9342,ABIERTAS,Entregado,Entregado,NET_GHERRERAG,SIM,1 sept 2026,null,null,No,ABIERTAS,null,Monolínea,Mono_item,Lima - Callao,null
San Juan De Miraflores,Netcall,1 sept 2026,9,914769032,914769032Empty,9283,Outbound,Portabilidad Postpago,PROGRAMADO,Logixtal,9342,ABIERTAS,Pendiente Entrega,Pendiente de Picking,TLV_NET_LVILLLA,SIM,2 sept 2026,null,null,No,ABIERTAS,null,Monolínea,Mono_item,Lima - Callao,null
San Juan De Lurigancho,Netcall,1 sept 2026,10,914787092,91478709289511710111073932457,9283,Outbound,Portabilidad Postpago,EXPRESS,Logixtal,9001,ABIERTAS,Pendiente Entrega,Pendiente de Picking,NET_MMREVILLA,SIM,1 sept 2026,null,null,No,ABIERTAS,null,Monolínea,Mono_item,Lima - Callao,null
San Juan De Lurigancho,Netcall,1 sept 2026,9,914773287,91477328789511710111073924371,9283,Outbound,Portabilidad Postpago,EXPRESS,Logixtal,9001,ABIERTAS,Entregado,Entregado,NET_DFRANCIAH,SIM,1 sept 2026,null,null,No,ABIERTAS,null,Monolínea,Mono_item,Lima - Callao,null
San Juan De Lurigancho,Netcall,1 sept 2026,10,914796456,914796456Empty,9271,Outbound,Portabilidad Postpago,PROGRAMADO,Logixtal,9001,ABIERTAS,Pendiente Entrega,Pendiente de Picking,NET_DMALCAD,SIM,3 sept 2026,null,null,No,ABIERTAS,null,Monolínea,Mono_item,Lima - Callao,null
San Juan De Lurigancho,Netcall,1 sept 2026,9,914767973,91476797389511710111073945160,9283,Outbound,Portabilidad Postpago,EXPRESS,Logixtal,9001,ABIERTAS,Entregado,Entregado,TLV_NET_MCHAMBI,SIM,1 sept 2026,null,null,No,ABIERTAS,null,Monolínea,Mono_item,Lima - Callao,null
San Juan Bautista,Netcall,1 sept 2026,7,914679594,91467959489511710121058066650,9283,Outbound,Portabilidad Postpago,EXPRESS,Retiro en tienda,9354,ABIERTAS,Pendiente Entrega,Pendiente Entrega,TLV_NET_DCASTIA,SIM,1 sept 2026,null,null,No,ABIERTAS,null,Monolínea,Mono_item,Ayacucho,null
San Juan Bautista,Netcall,1 sept 2026,9,914769719,914769719Empty,9283,Outbound,Portabilidad Postpago,EXPRESS,Retiro en tienda,9355,ABIERTAS,Pendiente Entrega,Pendiente Entrega,NET_SSALAZARV,SIM,1 sept 2026,null,null,No,ABIERTAS,null,Monolínea,Mono_item,Loreto,null
San Jeronimo,Netcall,1 sept 2026,9,914774393,91477439389511710111069376818,9283,Outbound,Portabilidad Postpago,EXPRESS,Retiro en tienda,9343,ABIERTAS,Entregado,Entregado,NET_ATRIVINOS,SIM,1 sept 2026,null,null,No,ABIERTAS,null,Monolínea,Mono_item,Cusco,null
San Jeronimo,Netcall,1 sept 2026,8,914734788,91473478889511710111069376800,9283,Outbound,Portabilidad Postpago,EXPRESS,Retiro en tienda,9343,ABIERTAS,Entregado,Entregado,NET_TANCHANTEG,SIM,1 sept 2026,null,null,No,ABIERTAS,null,Monolínea,Mono_item,Cusco,null
San Clemente,Netcall,1 sept 2026,10,914777763,914777763Empty,9283,Outbound,Portabilidad Postpago,EXPRESS,Retiro en tienda,9345,ABIERTAS,Pendiente Entrega,Pendiente Entrega,TLV_NET_BRAMIRE,SIM,1 sept 2026,null,null,No,ABIERTAS,null,Monolínea,Mono_item,Ica,null
San Borja,Netcall,1 sept 2026,9,914774089,91477408989511710111071057034,9283,Outbound,Venta Regular / Alta,EXPRESS,Logixtal,9001,ABIERTAS,Pendiente Entrega,Pendiente de Picking,NET_GCABALLEROC,SIM,1 sept 2026,null,null,No,ABIERTAS,null,Monolínea,Mono_item,Lima - Callao,null
San Andres,Netcall,1 sept 2026,9,914766666,914766666Empty,9283,Outbound,Portabilidad Postpago,EXPRESS,Retiro en tienda,9345,ABIERTAS,Pendiente Entrega,Pendiente Entrega,NET_VCARMENG,SIM,1 sept 2026,null,null,No,ABIERTAS,null,Monolínea,Mono_item,Ica,null
San Andres,Netcall,1 sept 2026,9,914760515,914760515Empty,9283,Outbound,Portabilidad Postpago,EXPRESS,Retiro en tienda,9345,ABIERTAS,Pendiente Entrega,Pendiente Entrega,NET_VCARMENG,SIM,1 sept 2026,null,null,No,ABIERTAS,null,Monolínea,Mono_item,Ica,null
Puno,Netcall,1 sept 2026,10,914776700,914776700Empty,9283,Outbound,Portabilidad Postpago,PROGRAMADO,Retiro en tienda,9351,ABIERTAS,Pendiente Entrega,Pendiente Entrega,NET_JRAMIREZQ,SIM,2 sept 2026,null,null,No,ABIERTAS,null,Monolínea,Mono_item,Puno,null
Puno,Netcall,1 sept 2026,10,914782523,91478252389511710111070968843,9283,Outbound,Portabilidad Postpago,EXPRESS,Retiro en tienda,9351,ABIERTAS,Pendiente Entrega,Pendiente Entrega,NET_JCAVEROC,SIM,1 sept 2026,null,null,No,ABIERTAS,null,Monolínea,Mono_item,Puno,null
Punchana,Netcall,1 sept 2026,9,914771045,91477104589511710101045168470,9283,Outbound,Portabilidad Postpago,EXPRESS,Retiro en tienda,9355,ABIERTAS,Pendiente Entrega,Pendiente Entrega,TLV_NET_MFARFAN,SIM,1 sept 2026,null,null,No,ABIERTAS,null,Monolínea,Mono_item,Loreto,null
Puente Piedra,Netcall,1 sept 2026,10,914788723,91478872389511710111073735801,9283,Outbound,Portabilidad Postpago,EXPRESS,Logixtal,9001,ABIERTAS,Pendiente Entrega,Pendiente de Picking,NET_AARANAS,SIM,1 sept 2026,null,null,No,ABIERTAS,null,Monolínea,Mono_item,Lima - Callao,null
Pueblo Nuevo,Netcall,1 sept 2026,9,914764839,91476483989511710111069281364,9283,Outbound,Portabilidad Postpago,EXPRESS,Retiro en tienda,9345,ABIERTAS,Pendiente Entrega,Pendiente Entrega,NET_ARAMOSR,SIM,1 sept 2026,null,null,No,ABIERTAS,null,Monolínea,Mono_item,Ica,null
Pomalca,Netcall,1 sept 2026,10,914791644,91479164489511710111068653431,9283,Outbound,Portabilidad Postpago,PROGRAMADO,Logixtal,5024,ABIERTAS,Pendiente Entrega,Pendiente de Picking,TLV_NET_DVALOI,SIM,2 sept 2026,null,null,No,ABIERTAS,null,Monolínea,Mono_item,Lambayeque,null
Pomalca,Netcall,1 sept 2026,9,914766242,91476624289511710111068660634,9283,Outbound,Venta Regular / Alta,PROGRAMADO,Logixtal,5024,ABIERTAS,Pendiente Entrega,Pendiente de Picking,NET_ADOROTEOSAL,SIM,2 sept 2026,null,null,No,ABIERTAS,null,Monolínea,Mono_item,Lambayeque,null
Piura,Netcall,1 sept 2026,10,914784146,914784146Empty,5299,Outbound,Portabilidad Postpago,RETIRO EN TIENDA,Retiro en tienda,8008,ABIERTAS,Pendiente Entrega,Pendiente Entrega,NET_MCORDOVACRU,SIM,1 sept 2026,null,null,No,ABIERTAS,null,Monolínea,Mono_item,Piura,null
Piura,Netcall,1 sept 2026,10,914779032,914779032Empty,5299,Outbound,Portabilidad Postpago,RETIRO EN TIENDA,Retiro en tienda,8008,ABIERTAS,Pendiente Entrega,Pendiente Entrega,NET_MCORDOVACRU,SIM,1 sept 2026,null,null,No,ABIERTAS,null,Monolínea,Mono_item,Piura,null
Pisco,Netcall,1 sept 2026,9,914774401,914774401Empty,9283,Outbound,Portabilidad Postpago,EXPRESS,Retiro en tienda,9345,ABIERTAS,Pendiente Entrega,Pendiente Entrega,NET_JSANGAMA,SIM,1 sept 2026,null,null,No,ABIERTAS,null,Monolínea,Mono_item,Ica,null
